id,날짜,작물분류,품목명,평균가,평균기온,강수량,월,전년도가격,7일평균가,30일평균가,전일가격,가격변화율,7일내_폭염발생,환절기여부,봄_환절기여부,7일누적강수량
8542,2022-03-19,토마토,완숙토마토,14343.0,3.4,14.6,3,11014.0,16344.0,18754.933333333334,16739.0,-0.14313877770476136,0,0,1,27.099999999999998
8543,2022-03-21,토마토,완숙토마토,15690.0,5.0,0.0,3,10723.0,16198.57142857143,18511.2,14343.0,0.0939134072369796,0,0,1,24.499999999999996
8544,2022-03-22,토마토,완숙토마토,15132.0,7.1,0.0,3,16670.0,15855.57142857143,18217.833333333332,15690.0,-0.03556405353728487,0,0,1,15.799999999999999
8545,2022-03-23,토마토,완숙토마토,15173.0,6.2,0.0,3,11962.0,15637.0,18049.533333333333,15132.0,0.002709489822891875,0,0,1,15.799999999999999
8546,2022-03-24,토마토,완숙토마토,15128.0,8.2,0.0,3,10739.0,15492.42857142857,17892.366666666665,15173.0,-0.0029657945033941813,0,0,1,15.799999999999999
8547,2022-03-25,토마토,완숙토마토,16661.0,12.0,10.9,3,9000.0,15552.285714285714,17791.833333333332,15128.0,0.10133527234267592,0,0,1,25.5
8548,2022-03-26,토마토,완숙토마토,15324.0,11.8,19.8,3,10318.0,15350.142857142857,17617.933333333334,16661.0,-0.08024728407658599,0,0,1,45.3
8549,2022-03-28,토마토,완숙토마토,16394.0,8.2,0.0,3,11265.0,15643.142857142857,17524.466666666667,15324.0,0.0698251109370922,0,0,1,30.7
8550,2022-03-29,토마토,완숙토마토,15143.0,9.7,0.0,3,12575.0,15565.0,17338.466666666667,16394.0,-0.07630840551421247,0,0,1,30.700000000000003
8551,2022-03-30,토마토,완숙토마토,14349.0,10.8,0.4,3,13000.0,15453.142857142857,17166.7,15143.0,-0.05243346760879619,0,0,1,31.1
8552,2022-03-31,토마토,완숙토마토,15634.0,10.9,0.0,3,16400.0,15519.0,17079.3,14349.0,0.08955327897414445,0,0,1,31.1
8553,2022-04-01,토마토,완숙토마토,16356.0,9.2,0.0,4,17051.0,15694.42857142857,16937.9,15634.0,0.046181399513880006,0,0,1,31.1
8554,2022-04-02,토마토,완숙토마토,14918.0,8.2,0.0,4,13756.0,15445.42857142857,16849.566666666666,16356.0,-0.08791880655416973,0,0,1,20.2
8555,2022-04-04,토마토,완숙토마토,15748.0,10.3,0.0,4,14000.0,15506.0,16732.833333333332,14918.0,0.05563748491754916,0,0,1,0.4
8556,2022-04-05,토마토,완숙토마토,15951.0,10.3,0.0,4,14601.0,15442.714285714286,16671.866666666665,15748.0,0.012890525781051654,0,0,1,0.4
8557,2022-04-06,토마토,완숙토마토,14437.0,11.7,0.0,4,15553.0,15341.857142857143,16520.533333333333,15951.0,-0.09491567926775746,0,0,1,0.4
8558,2022-04-07,토마토,완숙토마토,14240.0,10.9,0.0,4,16702.0,15326.285714285714,16390.5,14437.0,-0.013645494216249943,0,0,1,0.0
8559,2022-04-08,토마토,완숙토마토,14803.0,12.9,0.0,4,15000.0,15207.57142857143,16222.8,14240.0,0.03953651685393256,0,0,1,0.0
8560,2022-04-09,토마토,완숙토마토,12717.0,17.8,0.5,4,15000.0,14687.714285714286,16042.366666666667,14803.0,-0.14091738161183542,0,0,1,0.5
8561,2022-04-11,토마토,완숙토마토,13733.0,19.6,0.0,4,15234.0,14518.42857142857,15837.3,12717.0,0.07989305653849188,0,0,1,0.5
8562,2022-04-12,토마토,완숙토마토,11944.0,19.3,0.5,4,16062.0,13975.0,15637.566666666668,13733.0,-0.13027015218815996,0,0,1,1.0
8563,2022-04-13,토마토,완숙토마토,12340.0,13.1,1.3,4,18000.0,13459.142857142857,15473.5,11944.0,0.03315472203616876,0,0,1,2.3
8564,2022-04-14,토마토,완숙토마토,12119.0,13.2,0.0,4,18752.0,13128.0,15225.7,12340.0,-0.017909238249594783,0,0,1,2.3
8565,2022-04-15,토마토,완숙토마토,11268.0,13.3,0.0,4,17708.0,12703.42857142857,14987.0,12119.0,-0.07022031520752536,0,0,1,2.3
8566,2022-04-16,토마토,완숙토마토,10629.0,13.2,0.0,4,18000.0,12107.142857142857,14784.366666666667,11268.0,-0.05670926517571884,0,0,1,2.3
8567,2022-04-18,토마토,완숙토마토,11453.0,15.2,0.0,4,16838.0,11926.57142857143,14581.7,10629.0,0.07752375576253656,0,0,1,1.8
8568,2022-04-19,토마토,완숙토마토,10698.0,15.2,0.0,4,17972.0,11493.0,14381.533333333333,11453.0,-0.06592159259582642,0,0,1,1.8
8569,2022-04-20,토마토,완숙토마토,10634.0,15.7,0.0,4,18040.0,11305.857142857143,14198.0,10698.0,-0.005982426621798487,0,0,1,1.3
8570,2022-04-21,토마토,완숙토마토,9474.0,16.3,0.0,4,17000.0,10896.42857142857,13972.4,10634.0,-0.10908406996426556,0,0,1,0.0
8571,2022-04-22,토마토,완숙토마토,10424.0,15.0,0.0,4,15852.0,10654.285714285714,13761.9,9474.0,0.10027443529660118,0,0,1,0.0
8572,2022-04-23,토마토,완숙토마토,9277.0,17.7,0.0,4,14447.0,10369.857142857143,13593.033333333333,10424.0,-0.11003453568687649,0,0,1,0.0
8573,2022-04-25,토마토,완숙토마토,10375.0,20.0,1.3,4,12113.0,10333.57142857143,13415.866666666667,9277.0,0.11835722755201039,0,0,1,1.3
8574,2022-04-26,토마토,완숙토마토,10051.0,21.9,1.0,4,11207.0,10133.285714285714,13246.5,10375.0,-0.031228915662650625,0,0,1,2.3
