날짜,평균기온
2024-06-06,24.1
2024-06-07,23.1
2024-06-08,20.3
2024-06-09,22.9
2024-06-10,24.7
2024-06-11,25.4
2024-06-12,24.8
2024-06-13,26.4
2024-06-14,26.3
2024-06-15,24.2
2024-06-16,24.3
2024-06-17,24.8
2024-06-18,26.0
2024-06-19,28.8
2024-06-20,29.4
2024-06-21,28.1
2024-06-22,24.2
2024-06-23,25.1
2024-06-24,24.3
2024-06-25,22.9
2024-06-26,24.9
2024-06-27,26.3
2024-06-28,26.6
2024-06-29,26.7
2024-06-30,23.5
2024-07-01,26.3
2024-07-02,23.2
2024-07-03,24.7
2024-07-04,26.8
2024-07-05,23.4
2024-07-06,25.1
2024-07-07,24.4
2024-07-08,23.8
2024-07-09,24.5
2024-07-10,26.6
2024-07-11,25.7
2024-07-12,25.6
2024-07-13,28.1
2024-07-14,28.4
2024-07-15,28.4
2024-07-16,27.0
2024-07-17,25.4
2024-07-18,24.3
2024-07-19,27.0
2024-07-20,27.2
2024-07-21,26.5
2024-07-22,26.6
2024-07-23,26.4
2024-07-24,28.1
2024-07-25,28.8
2024-07-26,28.7
2024-07-27,28.9
2024-07-28,29.2
2024-07-29,27.4
2024-07-30,28.6
2024-07-31,29.4
2024-08-01,29.9
2024-08-02,29.6
2024-08-03,30.2
2024-08-04,31.8
2024-08-05,30.0
2024-08-06,29.5
2024-08-07,29.6
2024-08-08,28.5
2024-08-09,29.3
2024-08-10,30.0
2024-08-11,30.8
2024-08-12,31.1
2024-08-13,31.3
2024-08-14,30.0
2024-08-15,29.2
2024-08-16,29.8
2024-08-17,29.8
2024-08-18,29.5
2024-08-19,29.7
2024-08-20,31.4
2024-08-21,28.4
2024-08-22,28.6
2024-08-23,28.4
2024-08-24,27.6
2024-08-25,28.5
2024-08-26,28.1
2024-08-27,26.5
2024-08-28,28.2
2024-08-29,28.4
2024-08-30,28.0
2024-08-31,27.6
2024-09-01,27.1
2024-09-02,24.5
2024-09-03,27.0
2024-09-04,27.9
2024-09-05,26.3
2024-09-06,24.0
2024-09-07,26.5
2024-09-08,27.2
2024-09-09,28.5
2024-09-10,29.4
2024-09-11,29.0
2024-09-12,25.4
2024-09-13,25.9
2024-09-14,28.0
2024-09-15,27.5
2024-09-16,26.8
2024-09-17,28.6
2024-09-18,29.4
2024-09-19,29.1
2024-09-20,25.0
2024-09-21,19.3
2024-09-22,21.0
2024-09-23,20.8
2024-09-24,21.0
2024-09-25,23.3
2024-09-26,23.6
2024-09-27,22.7
2024-09-28,23.2
2024-09-29,23.5
2024-09-30,23.0
2024-10-01,18.3
2024-10-02,14.9
2024-10-03,16.4
2024-10-04,17.6
2024-10-05,17.5
2024-10-06,15.4
2024-10-07,16.9
2024-10-08,17.7
2024-10-09,18.8
2024-10-10,18.8
2024-10-11,18.6
2024-10-12,18.3
2024-10-13,18.3
2024-10-14,19.3
2024-10-15,19.2
2024-10-16,18.2
2024-10-17,19.0
2024-10-18,17.4
2024-10-19,16.6
2024-10-20,13.4
2024-10-21,14.8
2024-10-22,15.5
2024-10-23,12.7
2024-10-24,12.5
2024-10-25,14.9
2024-10-26,17.0
2024-10-27,16.0
2024-10-28,15.7
2024-10-29,15.0
2024-10-30,15.7
2024-10-31,15.9
2024-11-01,15.3
2024-11-02,18.1
2024-11-03,17.6
2024-11-04,14.8
2024-11-05,9.1
2024-11-06,7.5
2024-11-07,7.8
2024-11-08,10.2
2024-11-09,12.9
2024-11-10,14.4
2024-11-11,14.6
2024-11-12,14.3
2024-11-13,14.2
2024-11-14,14.8
2024-11-15,17.0
2024-11-16,17.0
2024-11-17,7.0
2024-11-18,2.8
2024-11-19,5.7
2024-11-20,6.5
2024-11-21,9.7
2024-11-22,6.2
2024-11-23,6.4
2024-11-24,7.4
2024-11-25,10.1
2024-11-26,5.8
2024-11-27,-0.4
2024-11-28,0.8
2024-11-29,0.2
2024-11-30,2.5
2024-12-01,5.2
2024-12-02,6.4
2024-12-03,1.3
2024-12-04,3.1
2024-12-05,3.9
2024-12-06,2.1
2024-12-07,0.2
2024-12-08,-0.2
2024-12-09,1.0
2024-12-10,2.6
2024-12-11,3.0
2024-12-12,0.5
2024-12-13,1.0
2024-12-14,-0.8
2024-12-15,1.2
2024-12-16,-0.2
2024-12-17,-0.8
2024-12-18,-3.4
2024-12-19,-1.4
2024-12-20,1.4
2024-12-21,-0.7
2024-12-22,-3.4
2024-12-23,0.3
2024-12-24,-0.4
2024-12-25,2.7
2024-12-26,0.1
2024-12-27,-2.6
2024-12-28,-3.0
2024-12-29,1.1
2024-12-30,5.5
2024-12-31,0.6
2025-01-01,2.6
2025-01-02,0.5
2025-01-03,-1.1
2025-01-04,-0.1
2025-01-05,1.2
2025-01-06,1.0
2025-01-07,-2.6
2025-01-08,-3.4
2025-01-09,-9.7
2025-01-10,-7.3
2025-01-11,-5.1
2025-01-12,-3.4
2025-01-13,-0.4
2025-01-14,2.3
2025-01-15,-3.5
2025-01-16,-0.5
2025-01-17,-0.5
2025-01-18,1.0
2025-01-19,3.8
2025-01-20,3.9
2025-01-21,2.4
2025-01-22,3.6
2025-01-23,2.0
2025-01-24,3.1
2025-01-25,5.2
2025-01-26,4.6
2025-01-27,0.2
2025-01-28,-3.9
2025-01-29,-4.6
2025-01-30,-3.8
2025-01-31,-0.8
2025-02-01,1.6
2025-02-02,1.5
2025-02-03,-4.1
2025-02-04,-9.0
2025-02-05,-8.6
2025-02-06,-5.6
2025-02-07,-8.0
2025-02-08,-7.9
2025-02-09,-4.7
2025-02-10,-2.6
2025-02-11,0.5
2025-02-12,0.5
2025-02-13,0.2
2025-02-14,3.7
2025-02-15,4.1
2025-02-16,4.3
2025-02-17,-0.3
2025-02-18,-2.3
2025-02-19,-3.0
2025-02-20,-2.9
2025-02-21,-2.5
2025-02-22,-2.3
2025-02-23,-3.6
2025-02-24,-1.3
2025-02-25,2.1
2025-02-26,3.7
2025-02-27,5.8
2025-02-28,7.8
2025-03-01,8.5
2025-03-02,8.3
2025-03-03,3.1
2025-03-04,2.5
2025-03-05,4.8
2025-03-06,4.8
2025-03-07,5.3
2025-03-08,5.8
2025-03-09,6.9
2025-03-10,8.0
2025-03-11,9.4
2025-03-12,8.5
2025-03-13,8.9
2025-03-14,12.4
2025-03-15,12.6
2025-03-16,4.9
2025-03-17,2.5
2025-03-18,2.1
2025-03-19,2.4
2025-03-20,8.2
2025-03-21,11.6
2025-03-22,12.8
2025-03-23,15.2
2025-03-24,15.5
2025-03-25,12.7
2025-03-26,15.5
2025-03-27,13.7
2025-03-28,6.5
2025-03-29,3.3
2025-03-30,3.3
2025-03-31,7.7
2025-04-01,10.1
2025-04-02,8.9
2025-04-03,9.8
2025-04-04,10.6
2025-04-05,8.0
2025-04-06,10.3
2025-04-07,13.5
2025-04-08,13.8
2025-04-09,12.7
2025-04-10,13.2
2025-04-11,16.2
2025-04-12,12.9
2025-04-13,5.5
2025-04-14,4.4
2025-04-15,8.2
2025-04-16,14.6
2025-04-17,19.7
2025-04-18,18.6
2025-04-19,15.3
2025-04-20,16.7
2025-04-21,20.7
2025-04-22,17.8
2025-04-23,16.8
2025-04-24,14.7
2025-04-25,12.5
2025-04-26,13.8
2025-04-27,14.9
2025-04-28,15.1
2025-04-29,14.8
2025-04-30,18.4
2025-05-01,14.7
2025-05-02,13.4
2025-05-03,11.2
2025-05-04,13.7
2025-05-05,12.1
2025-05-06,14.4
2025-05-07,14.9
2025-05-08,17.4
2025-05-09,15.1
2025-05-10,12.3
2025-05-11,14.7
2025-05-12,17.0
2025-05-13,19.9
2025-05-14,21.0
2025-05-15,19.5
2025-05-16,19.4
2025-05-17,18.3
2025-05-18,15.6
2025-05-19,16.1
2025-05-20,22.2
2025-05-21,25.5
2025-05-22,23.9
2025-05-23,19.4
2025-05-24,15.6
2025-05-25,17.4
2025-05-26,19.7
2025-05-27,20.8
2025-05-28,20.8
2025-05-29,21.2
2025-05-30,22.2
2025-05-31,21.5
2025-06-01,22.6
2025-06-02,21.0
2025-06-03,20.9
2025-06-04,20.5
2025-06-05,21.7
2025-06-06,24.1
2025-06-07,23.7
2025-06-08,25.1
2025-06-09,24.2
2025-06-10,21.7
2025-06-11,22.7
2025-06-12,25.5
2025-06-13,24.0
2025-06-14,25.6
2025-06-15,26.3
2025-06-16,23.0
2025-06-17,24.8
2025-06-18,25.5
2025-06-19,28.1
2025-06-20,24.1
2025-06-21,22.0
2025-06-22,23.3
2025-06-23,26.1
2025-06-24,25.0
2025-06-25,20.9
2025-06-26,22.2
2025-06-27,25.0
2025-06-28,26.2
2025-06-29,27.1
2025-06-30,28.2
2025-07-01,28.6
2025-07-02,28.6
2025-07-03,28.3
2025-07-04,27.2
2025-07-05,28.4
2025-07-06,29.1
2025-07-07,29.1
2025-07-08,31.3
2025-07-09,31.9
2025-07-10,31.4
2025-07-11,30.2
2025-07-12,30.3
2025-07-13,27.7
2025-07-14,24.2
2025-07-15,23.6
2025-07-16,23.3
2025-07-17,23.3
2025-07-18,24.7
2025-07-19,23.9
2025-07-20,27.7
2025-07-21,28.5
2025-07-22,28.8
2025-07-23,28.9
2025-07-24,29.8
2025-07-25,31.1
2025-07-26,32.3
2025-07-27,32.8
2025-07-28,32.2
2025-07-29,32.0
2025-07-30,32.1
2025-07-31,30.9
2025-08-01,31.0
2025-08-02,31.2
2025-08-03,28.8
2025-08-04,28.1
2025-08-05,29.1
2025-08-06,27.1
2025-08-07,28.2
2025-08-08,26.6
2025-08-09,24.9
2025-08-10,27.3
2025-08-11,27.0
2025-08-12,28.6
2025-08-13,25.1
2025-08-14,25.5
2025-08-15,27.1
2025-08-16,28.2
2025-08-17,28.4
2025-08-18,28.9
2025-08-19,29.1
2025-08-20,29.4
2025-08-21,29.8
2025-08-22,29.4
2025-08-23,29.3
2025-08-24,30.2
2025-08-25,28.7
2025-08-26,27.6
2025-08-27,26.7
2025-08-28,28.3
2025-08-29,29.0
2025-08-30,28.4
2025-08-31,28.5
2025-09-01,26.1
2025-09-02,26.0
2025-09-03,27.6
2025-09-04,25.8
2025-09-05,27.9
2025-09-06,26.8
2025-09-07,25.3
2025-09-08,24.4
2025-09-09,23.7
2025-09-10,24.8
2025-09-11,25.8
2025-09-12,23.9
2025-09-13,23.3
2025-09-14,24.8
2025-09-15,25.7
2025-09-16,23.7
2025-09-17,22.7
2025-09-18,22.1
2025-09-19,19.4
2025-09-20,20.0
2025-09-21,21.6
2025-09-22,21.3
2025-09-23,22.7
2025-09-24,22.0
2025-09-25,22.5
2025-09-26,21.7
2025-09-27,22.5
2025-09-28,20.0
2025-09-29,19.6
2025-09-30,19.8
2025-10-01,20.5
2025-10-02,21.4
2025-10-03,21.2
2025-10-04,22.5
2025-10-05,21.4
2025-10-06,17.6
2025-10-07,18.2
2025-10-08,21.9
2025-10-09,20.0
2025-10-10,17.0
2025-10-11,20.3
2025-10-12,19.0
2025-10-13,15.7
2025-10-14,17.9
2025-10-15,20.2
2025-10-16,20.2
2025-10-17,19.9
2025-10-18,15.8
2025-10-19,14.5
2025-10-20,10.0
2025-10-21,9.2
2025-10-22,13.1
2025-10-23,14.9
2025-10-24,15.8
2025-10-25,14.4
2025-10-26,12.2
2025-10-27,8.1
2025-10-28,8.5
2025-10-29,11.4
2025-10-30,12.8
2025-10-31,15.1
2025-11-01,12.9
2025-11-02,8.0
2025-11-03,7.2
2025-11-04,10.2
2025-11-05,11.6
2025-11-06,12.5
2025-11-07,13.9
2025-11-08,14.5
2025-11-09,13.5
2025-11-10,8.3
2025-11-11,8.9
2025-11-12,10.8
2025-11-13,11.1
2025-11-14,9.1
2025-11-15,9.8
2025-11-16,11.6
2025-11-17,3.2
2025-11-18,1.6
2025-11-19,3.0
2025-11-20,7.4
2025-11-21,7.4
2025-11-22,9.6
2025-11-23,10.9
2025-11-24,12.4
2025-11-25,7.4
2025-11-26,6.4
2025-11-27,5.1
2025-11-28,2.3
2025-11-29,5.7
2025-11-30,12.4
2025-12-01,5.5
2025-12-02,0.1
2025-12-03,-5.9
2025-12-04,-3.2
2025-12-05,-2.6
2025-12-06,2.1
2025-12-07,8.3
2025-12-08,3.4
2025-12-09,2.8
2025-12-10,4.9
2025-12-11,4.0
2025-12-12,2.0
2025-12-13,2.6
2025-12-14,-0.1
2025-12-15,0.7
2025-12-16,3.8
2025-12-17,4.2
2025-12-18,2.3
2025-12-19,4.9
2025-12-20,7.3
2025-12-21,-1.1
2025-12-22,-0.7
2025-12-23,2.6
2025-12-24,2.8
2025-12-25,-3.6
2025-12-26,-8.2
2025-12-27,-2.6
2025-12-28,3.2
2025-12-29,4.9
2025-12-30,-0.5
2025-12-31,-5.6
2026-01-01,-7.4
2026-01-02,-8.0
2026-01-03,-4.7
2026-01-04,0.2
2026-01-05,-1.9
2026-01-06,-0.9
2026-01-07,-0.2
2026-01-08,-5.1
2026-01-09,-0.3
2026-01-10,2.0
2026-01-11,-6.7
2026-01-12,-3.8
2026-01-13,-3.3
2026-01-14,-3.3
2026-01-15,4.7
2026-01-16,3.6
2026-01-17,0.2
2026-01-18,0.4
2026-01-19,-3.9
2026-01-20,-8.4
2026-01-21,-9.7
2026-01-22,-9.1
2026-01-23,-5.0
2026-01-24,-5.3
2026-01-25,-6.0
2026-01-26,-4.2
2026-01-27,-4.4
2026-01-28,-5.4
2026-01-29,-5.2
2026-01-30,-6.4
2026-01-31,-4.1
2026-02-01,-2.0
2026-02-02,-2.1
2026-02-03,-0.9
2026-02-04,2.8
2026-02-05,3.6
2026-02-06,-6.0
2026-02-07,-8.1
2026-02-08,-8.2
2026-02-09,-3.1
2026-02-10,1.4
2026-02-11,2.7
2026-02-12,2.8
2026-02-13,5.3
2026-02-14,7.8
2026-02-15,6.6
2026-02-16,2.4
2026-02-17,1.7
2026-02-18,2.4
2026-02-19,2.1
2026-02-20,6.3
2026-02-21,10.7
2026-02-22,8.4
2026-02-23,1.8
2026-02-24,2.8
2026-02-25,7.4
2026-02-26,8.3
2026-02-27,9.6
2026-02-28,9.3
2026-03-01,9.1
2026-03-02,4.9
2026-03-03,5.9
2026-03-04,6.0
2026-03-05,6.0
2026-03-06,1.9
2026-03-07,1.0
2026-03-08,2.0
2026-03-09,4.5
2026-03-10,3.9
2026-03-11,4.5
2026-03-12,7.1
2026-03-13,7.6
2026-03-14,8.1
2026-03-15,7.4
2026-03-16,7.4
2026-03-17,8.8
2026-03-18,6.8
2026-03-19,6.1
2026-03-20,7.5
2026-03-21,8.4
2026-03-22,11.0
2026-03-23,11.9
2026-03-24,12.9
2026-03-25,12.8
2026-03-26,12.1
2026-03-27,11.4
2026-03-28,12.2
2026-03-29,13.6
2026-03-30,16.0
2026-03-31,14.2
2026-04-01,13.3
2026-04-02,11.6
2026-04-03,14.7
2026-04-04,14.3
2026-04-05,11.5
2026-04-06,10.2
2026-04-07,8.2
2026-04-08,10.3
2026-04-09,10.6
2026-04-10,10.3
2026-04-11,10.9
2026-04-12,14.9
2026-04-13,18.7
2026-04-14,20.7
2026-04-15,19.7
2026-04-16,19.8
2026-04-17,17.4
2026-04-18,19.2
2026-04-19,21.6
2026-04-20,13.4
2026-04-21,12.2
2026-04-22,14.2
2026-04-23,17.0
2026-04-24,18.0
2026-04-25,18.2
2026-04-26,17.8
2026-04-27,16.2
2026-04-28,13.3
2026-04-29,14.9
2026-04-30,17.4
2026-05-01,17.8
2026-05-02,17.3
2026-05-03,13.0
2026-05-04,13.7
2026-05-05,14.5
2026-05-06,16.9
2026-05-07,15.4
2026-05-08,15.2
2026-05-09,15.9
2026-05-10,17.1
2026-05-11,16.8
2026-05-12,19.1
2026-05-13,19.7
2026-05-14,23.5
2026-05-15,24.2
2026-05-16,23.1
2026-05-17,22.6
2026-05-18,23.0
2026-05-19,22.1
2026-05-20,16.9
2026-05-21,17.0
2026-05-22,20.6
2026-05-23,19.2
2026-05-24,22.1
2026-05-25,24.4
2026-05-26,24.9
2026-05-27,22.3
